net,length_um
RAM1.mem\[72\]\[2\],111.8
_09131_,111.78
_11753_,111.78
RAM1.mem\[235\]\[0\],111.74
_11217_,111.68
_03881_,111.62
_11429_,111.62
clknet_leaf_101_clk,111.62
_09914_,111.55
_03465_,111.52
_04652_,111.52
clknet_leaf_88_clk,111.48
_07831_,111.42
RAM1.mem\[67\]\[2\],111.3
RAM1.mem\[229\]\[5\],111.29
_09104_,111.24
RAM1.mem\[232\]\[5\],111.225
clknet_leaf_106_clk,111.185
_11004_,111.18
RAM1.mem\[239\]\[2\],111.16
_08620_,111.14
_10814_,111.14
RAM1.mem\[80\]\[0\],111.08
RAM1.mem\[26\]\[1\],111.06
_04758_,111.06
_04369_,111.04
_05462_,111.04
RAM1.mem\[230\]\[1\],110.96
_06966_,110.94
RAM1.mem\[221\]\[0\],110.845
RAM1.mem\[229\]\[4\],110.82
_11238_,110.82
RAM1.mem\[39\]\[4\],110.74
_06262_,110.7
_06651_,110.63
RAM1.mem\[136\]\[5\],110.57
_10407_,110.54
_06964_,110.48
_07018_,110.48
RAM1.mem\[67\]\[3\],110.46
RAM1.mem\[67\]\[7\],110.46
RAM1.mem\[71\]\[6\],110.44
RAM1.mem\[242\]\[4\],110.42
clknet_leaf_84_clk,110.38
_02408_,110.26
_11541_,110.22
_09003_,110.21
_05298_,110.14
RAM1.mem\[203\]\[1\],110.13
RAM1.mem\[84\]\[5\],110.04
_04986_,110.04
RAM1.mem\[47\]\[4\],110
RAM1.mem\[141\]\[2\],109.78
_11983_,109.76
RAM1.mem\[232\]\[7\],109.745
_03057_,109.74
RAM1.mem\[206\]\[7\],109.72
RAM1.mem\[48\]\[5\],109.695
clknet_leaf_365_clk,109.68
RAM1.mem\[108\]\[5\],109.62
_07795_,109.48
_10000_,109.48
_06513_,109.46
_07142_,109.455
_10664_,109.44
_11225_,109.38
_11073_,109.28
RAM1.mem\[133\]\[2\],109.18
RAM1.mem\[206\]\[6\],109.18
RAM1.mem\[80\]\[4\],109.14
_08525_,109.14
clknet_leaf_77_clk,109.06
_09864_,109.04
_12349_,108.975
_02502_,108.96
clknet_leaf_26_clk,108.96
clknet_leaf_264_clk,108.84
RAM1.mem\[175\]\[6\],108.8
clknet_leaf_157_clk,108.8
_11343_,108.76
_11200_,108.6
_11931_,108.56
RAM1.mem\[239\]\[5\],108.52
clknet_leaf_222_clk,108.52
RAM1.mem\[129\]\[6\],108.46
RAM1.mem\[70\]\[2\],108.34
_06089_,108.32
_07332_,108.32
RAM1.mem\[83\]\[5\],108.16
RAM1.mem\[27\]\[1\],108.14
_06260_,108.14
_07458_,108.08
RAM1.mem\[192\]\[0\],107.94
RAM1.mem\[47\]\[5\],107.88
clknet_leaf_75_clk,107.88
_02482_,107.855
_07612_,107.8
clknet_leaf_100_clk,107.8
clknet_leaf_245_clk,107.76
_05854_,107.68
RAM1.mem\[88\]\[7\],107.635
_04632_,107.57
RAM1.mem\[112\]\[1\],107.42
_09726_,107.4
CPU1.reg_b_out\[4\],107.36
_09444_,107.34
RAM1.mem\[20\]\[3\],107.27
RAM1.mem\[137\]\[5\],107.24
_04998_,107.18
_10807_,107.18
RAM1.mem\[240\]\[2\],107.12
clknet_leaf_142_clk,107.08
RAM1.mem\[2\]\[4\],107.015
RAM1.mem\[207\]\[6\],106.9
RAM1.mem\[234\]\[3\],106.9
_10235_,106.9
_07109_,106.84
RAM1.mem\[112\]\[6\],106.78
RAM1.mem\[65\]\[4\],106.78
RAM1.mem\[59\]\[5\],106.72
_06238_,106.58
_07368_,106.58
RAM1.mem\[54\]\[4\],106.44
RAM1.mem\[104\]\[6\],106.4
_07793_,106.32
RAM1.mem\[40\]\[1\],106.24
RAM1.mem\[228\]\[4\],106.12
RAM1.mem\[9\]\[1\],106.1
_08824_,106.07
RAM1.mem\[80\]\[6\],106
_05972_,106
_05281_,105.96
_05991_,105.94
RAM1.mem\[83\]\[3\],105.92
RAM1.mem\[155\]\[0\],105.9
RAM1.mem\[189\]\[2\],105.9
RAM1.mem\[88\]\[3\],105.9
RAM1.mem\[175\]\[1\],105.88
RAM1.mem\[106\]\[1\],105.84
_08681_,105.82
RAM1.mem\[171\]\[5\],105.815
clknet_leaf_196_clk,105.78
_10780_,105.74
RAM1.mem\[63\]\[5\],105.68
RAM1.mem\[106\]\[0\],105.66
_04677_,105.56
RAM1.mem\[135\]\[5\],105.5
_11551_,105.5
RAM1.mem\[84\]\[3\],105.44
clknet_leaf_293_clk,105.44
RAM1.mem\[86\]\[1\],105.4
_06669_,105.36
RAM1.mem\[204\]\[2\],105.22
RAM1.mem\[246\]\[4\],105.22
_08958_,105.22
_11235_,105.2
RAM1.mem\[23\]\[7\],105.08
RAM1.mem\[223\]\[5\],105.04
CPU1.curr_state\[5\],104.975
_08830_,104.96
RAM1.mem\[35\]\[3\],104.88
_11894_,104.86
RAM1.mem\[122\]\[4\],104.8
_03421_,104.76
_10470_,104.76
_06747_,104.755
_02500_,104.72
RAM1.mem\[85\]\[4\],104.7
_09436_,104.69
_11273_,104.6
_10291_,104.58
_03574_,104.56
_04221_,104.56
_02998_,104.545
RAM1.mem\[244\]\[5\],104.52
RAM1.mem\[43\]\[7\],104.52
RAM1.mem\[16\]\[2\],104.5
_04009_,104.49
_07739_,104.46
RAM1.mem\[167\]\[2\],104.44
RAM1.mem\[23\]\[6\],104.4
RAM1.mem\[245\]\[3\],104.26
_02802_,104.24
RAM1.mem\[33\]\[1\],104.2
RAM1.mem\[47\]\[6\],104.18
clknet_leaf_290_clk,104.16
RAM1.mem\[203\]\[4\],104.14
RAM1.mem\[183\]\[6\],104.12
CPU1.reg_b_out\[5\],104.04
RAM1.mem\[220\]\[6\],103.94
clknet_leaf_160_clk,103.86
_07406_,103.85
_11226_,103.82
clknet_leaf_309_clk,103.82
RAM1.mem\[21\]\[1\],103.78
_04889_,103.76
_08118_,103.67
clknet_leaf_1_clk,103.655
clknet_leaf_98_clk,103.62
RAM1.mem\[122\]\[6\],103.6
_07514_,103.515
RAM1.mem\[229\]\[0\],103.42
RAM1.mem\[84\]\[0\],103.42
_12651_,103.385
_07592_,103.38
RAM1.mem\[58\]\[1\],103.36
clknet_leaf_331_clk,103.32
_05568_,103.28
clknet_leaf_69_clk,103.28
_04529_,103.24
_10793_,103.2
_12087_,103.18
_07160_,103.15
_08955_,103.14
_03004_,103.07
RAM1.mem\[242\]\[7\],103.02
RAM1.mem\[204\]\[0\],102.92
_05758_,102.84
_11323_,102.82
_10127_,102.81
_11174_,102.8
_07917_,102.77
RAM1.mem\[242\]\[5\],102.76
_08231_,102.7
RAM1.mem\[98\]\[4\],102.66
_04334_,102.66
_06391_,102.6
RAM1.mem\[122\]\[1\],102.58
RAM1.mem\[126\]\[6\],102.46
_11077_,102.44
_10913_,102.42
_10978_,102.42
clknet_leaf_32_clk,102.42
_04864_,102.4
_11099_,102.4
_03632_,102.36
_04002_,102.3
_04741_,102.24
clknet_leaf_22_clk,102.18
_11553_,102.16
_04420_,102.15
RAM1.mem\[246\]\[7\],102.14
_06768_,102.13
RAM1.mem\[170\]\[1\],102.06
_07968_,102.06
_05836_,102.02
RAM1.mem\[124\]\[7\],102
_11107_,101.985
_11938_,101.96
RAM1.mem\[197\]\[0\],101.94
RAM1.mem\[1\]\[7\],101.92
RAM1.mem\[85\]\[5\],101.92
clknet_leaf_307_clk,101.86
RAM1.mem\[70\]\[7\],101.82
RAM1.mem\[27\]\[7\],101.8
RAM1.mem\[233\]\[2\],101.66
RAM1.mem\[207\]\[1\],101.56
_03053_,101.4
_05300_,101.4
_09261_,101.37
_06087_,101.335
RAM1.mem\[72\]\[6\],101.32
_06703_,101.22
_12440_,101.215
_04214_,101.21
RAM1.mem\[152\]\[0\],101.12
RAM1.mem\[114\]\[4\],101.06
RAM1.mem\[186\]\[3\],101.06
_02370_,101.06
RAM1.mem\[84\]\[7\],101
_10875_,100.98
_02990_,100.88
clknet_leaf_89_clk,100.88
_10533_,100.86
RAM1.mem\[183\]\[0\],100.84
_02926_,100.84
RAM1.mem\[206\]\[1\],100.82
CPU1.PC1.pc_out\[3\],100.77
clknet_leaf_85_clk,100.74
_09494_,100.72
_07334_,100.7
_08261_,100.66
clknet_leaf_366_clk,100.62
_06901_,100.6
_05856_,100.58
RAM1.mem\[149\]\[7\],100.52
RAM1.mem\[155\]\[2\],100.5
_04857_,100.5
RAM1.mem\[26\]\[3\],100.44
clknet_leaf_248_clk,100.44
_10073_,100.39
CPU1.reg_b_out\[1\],100.3
_06515_,100.29
clknet_leaf_158_clk,100.26
RAM1.mem\[212\]\[4\],100.22
_03665_,100.22
_04911_,100.2
_12262_,100.18
_11710_,100.12
_04306_,100
_03753_,99.98
_10517_,99.98
clknet_leaf_174_clk,99.98
RAM1.mem\[228\]\[3\],99.965
_07594_,99.96
RAM1.mem\[47\]\[0\],99.94
_02821_,99.94
_07074_,99.92
_12760_,99.92
_06903_,99.9
_11133_,99.88
_02321_,99.78
_02984_,99.78
_11110_,99.78
clknet_leaf_61_clk,99.7
_04253_,99.66
_09000_,99.64
RAM1.mem\[56\]\[7\],99.6
clknet_leaf_172_clk,99.56
net140,99.56
RAM1.mem\[149\]\[5\],99.54
_09026_,99.52
RAM1.mem\[170\]\[5\],99.42
RAM1.mem\[51\]\[7\],99.42
RAM1.mem\[98\]\[6\],99.4
RAM1.mem\[241\]\[5\],99.34
RAM1.mem\[30\]\[1\],99.3
RAM1.mem\[33\]\[4\],99.24
RAM1.mem\[177\]\[7\],99.22
_03692_,99.22
_08129_,99.155
RAM1.mem\[206\]\[4\],99.1
RAM1.mem\[85\]\[0\],99.05
_03599_,99.05
RAM1.mem\[68\]\[1\],99.04
_05838_,99.04
RAM1.mem\[186\]\[1\],99.02
clknet_leaf_201_clk,99
_10165_,98.9
_11674_,98.9
_06687_,98.86
_07684_,98.78
RAM1.mem\[57\]\[3\],98.755
RAM1.mem\[243\]\[1\],98.74
_05970_,98.715
clknet_leaf_312_clk,98.675
RAM1.mem\[114\]\[5\],98.65
clknet_leaf_239_clk,98.6
RAM1.mem\[56\]\[0\],98.5
_05740_,98.48
_12476_,98.48
RAM1.mem\[80\]\[7\],98.46
_10388_,98.46
_04440_,98.4
_12685_,98.4
_10677_,98.38
UART1.UART_RX1.state\[1\],98.32
RAM1.mem\[227\]\[7\],98.28
_11964_,98.22
_09279_,98.13
_10577_,98.12
_08307_,98.06
RAM1.mem\[106\]\[3\],98.04
_08795_,98.02
_07610_,97.98
RAM1.mem\[252\]\[1\],97.94
_07966_,97.915
_02444_,97.9
_10616_,97.86
_08884_,97.82
_09687_,97.8
_11599_,97.8
RAM1.mem\[67\]\[5\],97.78
RAM1.mem\[72\]\[7\],97.78
RAM1.mem\[189\]\[3\],97.74
_09277_,97.7
RAM1.mem\[122\]\[3\],97.44
CPU1.reg_b_out\[6\],97.43
_09167_,97.43
_12621_,97.42
_08490_,97.375
RAM1.mem\[210\]\[1\],97.365
RAM1.mem\[55\]\[6\],97.36
RAM1.mem\[65\]\[7\],97.36
_03755_,97.34
CPU1.reg_b_out\[0\],97.26
_07111_,97.2
_02721_,97.18
_04663_,97.18
RAM1.mem\[2\]\[0\],97.16
_09885_,97.1
clknet_leaf_24_clk,97.1
RAM1.mem\[132\]\[5\],96.885
_11321_,96.88
_02928_,96.84
_10879_,96.82
RAM1.mem\[233\]\[6\],96.76
CPU1.PC1.pc_out\[0\],96.71
_08907_,96.68
RAM1.mem\[236\]\[2\],96.62
_07666_,96.6
RAM1.mem\[224\]\[6\],96.58
clknet_leaf_198_clk,96.58
RAM1.mem\[233\]\[4\],96.56
RAM1.mem\[207\]\[0\],96.54
_03385_,96.535
RAM1.mem\[189\]\[7\],96.52
RAM1.mem\[71\]\[5\],96.52
_07442_,96.48
RAM1.mem\[233\]\[5\],96.4
clknet_leaf_29_clk,96.28
RAM1.mem\[80\]\[5\],96.18
_03141_,96.08
clknet_leaf_258_clk,96.08
RAM1.mem\[210\]\[0\],96.065
clknet_leaf_78_clk,96.04
RAM1.mem\[159\]\[7\],96
UART1.UART_TX1.state\[1\],96
RAM1.mem\[221\]\[7\],95.94
RAM1.mem\[98\]\[7\],95.9
RAM1.mem\[246\]\[1\],95.88
RAM1.mem\[111\]\[2\],95.86
RAM1.mem\[32\]\[5\],95.86
RAM1.mem\[141\]\[4\],95.78
RAM1.mem\[77\]\[4\],95.78
clknet_leaf_372_clk,95.76
clknet_leaf_349_clk,95.74
_03120_,95.735
RAM1.mem\[223\]\[7\],95.64
RAM1.mem\[85\]\[3\],95.64
_07072_,95.64
_10012_,95.56
clknet_leaf_95_clk,95.46
_03744_,95.34
_11635_,95.34
RAM1.mem\[83\]\[4\],95.32
_11061_,95.32
RAM1.mem\[228\]\[7\],95.305
_09351_,95.3
RAM1.mem\[170\]\[2\],95.16
RAM1.mem\[55\]\[0\],95.14
_09862_,95.14
RAM1.mem\[39\]\[1\],95.12
_10106_,95.1
RAM1.mem\[84\]\[4\],95.03
RAM1.mem\[98\]\[0\],94.98
_12064_,94.975
_08498_,94.96
RAM1.mem\[133\]\[5\],94.92
_05549_,94.92
clknet_leaf_25_clk,94.88
RAM1.mem\[154\]\[2\],94.86
_08563_,94.86
_07199_,94.84
clknet_leaf_183_clk,94.82
RAM1.mem\[82\]\[4\],94.8
_05243_,94.79
RAM1.mem\[31\]\[6\],94.78
_08130_,94.75
RAM1.mem\[85\]\[7\],94.735
RAM1.mem\[160\]\[7\],94.7
RAM1.mem\[16\]\[0\],94.68
RAM1.mem\[137\]\[6\],94.64
clknet_leaf_74_clk,94.6
RAM1.mem\[12\]\[1\],94.56
clknet_leaf_313_clk,94.54
_10996_,94.52
clknet_leaf_254_clk,94.52
RAM1.mem\[40\]\[3\],94.48
_06630_,94.42
RAM1.mem\[129\]\[1\],94.4
_02719_,94.36
RAM1.mem\[154\]\[0\],94.28
RAM1.mem\[65\]\[6\],94.28
RAM1.mem\[9\]\[5\],94.26
_02993_,94.26
_04886_,94.24
_04699_,94.22
clknet_leaf_94_clk,94.22
RAM1.mem\[12\]\[6\],94.16
_07036_,94.16
_10432_,94.08
CPU1.reg_b_out\[2\],94.06
RAM1.mem\[119\]\[4\],94.02
_07829_,94
_03042_,93.93
_04451_,93.84
_12497_,93.84
_12403_,93.75
_06706_,93.7
clknet_leaf_47_clk,93.66
_03476_,93.64
RAM1.mem\[189\]\[4\],93.6
RAM1.mem\[240\]\[5\],93.54
RAM1.mem\[31\]\[1\],93.54
RAM1.mem\[9\]\[7\],93.5
_11363_,93.46
RAM1.mem\[160\]\[5\],93.34
RAM1.mem\[241\]\[7\],93.3
RAM1.mem\[34\]\[1\],93.3
RAM1.mem\[16\]\[3\],93.27
RAM1.mem\[26\]\[2\],93.26
_02582_,93.26
_04016_,93.26
_06126_,93.26
_10169_,93.22
RAM1.mem\[183\]\[5\],93.215
clknet_leaf_57_clk,93.18
RAM1.mem\[47\]\[1\],93.16
_08408_,93.16
_08113_,93
RAM1.mem\[163\]\[3\],92.98
_10615_,92.96
_10294_,92.92
_12458_,92.9
_06149_,92.855
RAM1.mem\[198\]\[0\],92.78
RAM1.mem\[59\]\[6\],92.78
_06167_,92.76
RAM1.mem\[85\]\[6\],92.7
_08916_,92.7
RAM1.mem\[221\]\[6\],92.56
_08886_,92.55
_07218_,92.5
_11286_,92.5
_12202_,92.44
_10770_,92.42
_05500_,92.415
_11376_,92.4
_03069_,92.36
RAM1.mem\[221\]\[1\],92.32
_03803_,92.26
_02983_,92.24
_03095_,92.22
_06212_,92.22
RAM1.mem\[27\]\[4\],92.16
_11339_,92.16
RAM1.mem\[204\]\[1\],92.12
clknet_leaf_317_clk,92.12
RAM1.mem\[56\]\[3\],92.08
_11213_,92.08
_04409_,92.06
RAM1.mem\[67\]\[0\],92.02
_05464_,92.02
_10549_,92.02
_02463_,91.96
_08135_,91.91
RAM1.mem\[246\]\[5\],91.88
_11539_,91.88
_12762_,91.86
_08773_,91.82
_04621_,91.8
RAM1.mem\[97\]\[5\],91.78
_04563_,91.76
RAM1.mem\[179\]\[0\],91.74
_10618_,91.74
RAM1.mem\[54\]\[6\],91.72
RAM1.mem\[58\]\[0\],91.7
clknet_leaf_117_clk,91.68
RAM1.mem\[58\]\[2\],91.66
clknet_leaf_111_clk,91.64
_07867_,91.62
_05720_,91.5
_06389_,91.48
_12322_,91.48
RAM1.mem\[155\]\[3\],91.42
_07038_,91.38
_07718_,91.36
_08039_,91.32
clknet_leaf_302_clk,91.32
_06453_,91.28
clknet_leaf_35_clk,91.28
_07512_,91.26
RAM1.mem\[27\]\[2\],91.18
_04465_,91.16
RAM1.mem\[12\]\[5\],91.14
_06243_,91.135
_05528_,91.12
_07777_,91.12
RAM1.mem\[96\]\[2\],91.1
_05718_,91.1
clknet_leaf_310_clk,91.08
_11639_,91.02
RAM1.mem\[108\]\[6\],91
RAM1.mem\[186\]\[2\],90.96
RAM1.mem\[22\]\[7\],90.96
RAM1.mem\[240\]\[7\],90.96
clknet_leaf_144_clk,90.915
RAM1.mem\[194\]\[0\],90.91
_06214_,90.9
RAM1.mem\[54\]\[0\],90.88
_12833_,90.88
_04645_,90.84
RAM1.mem\[15\]\[7\],90.8
_10887_,90.8
_09028_,90.76
RAM1.mem\[26\]\[5\],90.74
_07950_,90.72
_07948_,90.68
RAM1.mem\[242\]\[0\],90.64
_11037_,90.64
clknet_leaf_375_clk,90.62
RAM1.mem\[245\]\[0\],90.58
clknet_leaf_351_clk,90.58
_04649_,90.56
_07422_,90.56
RAM1.mem\[68\]\[2\],90.5
clknet_leaf_311_clk,90.46
_08314_,90.44
clknet_leaf_55_clk,90.44
_08269_,90.4
_03008_,90.35
RAM1.mem\[221\]\[2\],90.34
RAM1.mem\[99\]\[4\],90.28
_08204_,90.21
RAM1.mem\[16\]\[1\],90.2
RAM1.mem\[96\]\[4\],90.16
_07215_,90.12
RAM1.mem\[119\]\[6\],90.1
_08658_,89.97
RAM1.mem\[176\]\[7\],89.945
_12522_,89.94
_09561_,89.92
_10035_,89.92
_05482_,89.9
clknet_leaf_16_clk,89.84
clknet_leaf_92_clk,89.82
_12220_,89.815
RAM1.mem\[243\]\[4\],89.74
_07020_,89.74
_07196_,89.72
_04208_,89.67
RAM1.mem\[234\]\[4\],89.62
_08228_,89.62
RAM1.mem\[223\]\[1\],89.54
RAM1.mem\[210\]\[3\],89.51
RAM1.mem\[54\]\[3\],89.5
_11459_,89.46
_06169_,89.455
RAM1.mem\[51\]\[6\],89.44
_11402_,89.36
_10979_,89.32
_06731_,89.26
_06926_,89.26
_09323_,89.26
_07811_,89.25
clknet_leaf_274_clk,89.24
_05684_,89.14
_11011_,89.14
RAM1.mem\[22\]\[5\],89.1
clknet_leaf_286_clk,89.06
_12383_,89.04
RAM1.mem\[133\]\[0\],88.98
RAM1.mem\[135\]\[2\],88.94
_11771_,88.94
_03024_,88.92
_09642_,88.905
_10588_,88.9
_03040_,88.88
_10328_,88.88
_09648_,88.76
_05253_,88.74
_11458_,88.74
clknet_leaf_298_clk,88.74
clknet_leaf_66_clk,88.64
_09213_,88.62
RAM1.mem\[142\]\[0\],88.6
RAM1.mem\[221\]\[5\],88.54
_04286_,88.54
_03462_,88.52
RAM1.mem\[211\]\[4\],88.5
_12107_,88.5
RAM1.mem\[21\]\[3\],88.48
_11783_,88.46
_11727_,88.44
RAM1.mem\[74\]\[2\],88.425
_06433_,88.4
_08022_,88.4
clknet_leaf_170_clk,88.4
_04063_,88.28
_11269_,88.24
clknet_leaf_62_clk,88.2
_04950_,88.185
clknet_leaf_118_clk,88.16
clknet_leaf_283_clk,88.06
RAM1.mem\[183\]\[1\],88.02
_05162_,87.965
RAM1.mem\[32\]\[1\],87.96
_04048_,87.92
_11299_,87.9
_11583_,87.9
_12867_,87.88
_11161_,87.86
RAM1.mem\[167\]\[3\],87.84
_07255_,87.835
_04922_,87.8
clknet_leaf_54_clk,87.79
RAM1.mem\[244\]\[4\],87.78
RAM1.mem\[99\]\[1\],87.78
_05531_,87.78
_06240_,87.78
RAM1.mem\[115\]\[0\],87.76
clknet_leaf_96_clk,87.74
_08238_,87.7
RAM1.mem\[52\]\[1\],87.68
_10137_,87.6
_10859_,87.6
clknet_leaf_154_clk,87.6
_07885_,87.58
_05466_,87.56
RAM1.mem\[0\]\[3\],87.525
_05277_,87.5
RAM1.mem\[115\]\[1\],87.48
RAM1.mem\[12\]\[7\],87.44
RAM1.mem\[83\]\[7\],87.38
_03671_,87.38
_04433_,87.38
RAM1.mem\[147\]\[1\],87.36
clknet_leaf_71_clk,87.36
_03892_,87.28
_04710_,87.24
RAM1.mem\[72\]\[5\],87.18
_05069_,87.1
clknet_leaf_269_clk,87.09
RAM1.mem\[221\]\[4\],87.08
_06633_,87.08
_08849_,87.08
clknet_leaf_11_clk,87.04
_02985_,86.935
RAM1.mem\[147\]\[0\],86.86
_07813_,86.86
_07737_,86.855
_10761_,86.84
_12808_,86.78
RAM1.mem\[15\]\[4\],86.74
_05251_,86.715
_09776_,86.7
clknet_leaf_43_clk,86.62
_03850_,86.6
_11209_,86.56
_11274_,86.52
RAM1.mem\[57\]\[4\],86.5
RAM1.mem\[82\]\[5\],86.5
_02962_,86.48
RAM1.mem\[51\]\[2\],86.44
RAM1.mem\[32\]\[7\],86.36
_03610_,86.32
_04674_,86.28
RAM1.mem\[209\]\[0\],86.26
_12105_,86.26
clknet_leaf_277_clk,86.24
RAM1.mem\[111\]\[3\],86.2
RAM1.mem\[233\]\[7\],86.18
clknet_leaf_249_clk,86.18
_07316_,86.14
_04197_,86.05
_04953_,86
RAM1.mem\[142\]\[5\],85.92
_07916_,85.92
RAM1.mem\[35\]\[0\],85.88
clknet_leaf_175_clk,85.79
RAM1.mem\[27\]\[3\],85.755
RAM1.mem\[211\]\[5\],85.7
_07556_,85.68
RAM1.mem\[22\]\[4\],85.66
RAM1.mem\[248\]\[5\],85.66
clknet_leaf_156_clk,85.66
_02598_,85.64
RAM1.mem\[189\]\[6\],85.6
RAM1.mem\[111\]\[0\],85.58
RAM1.mem\[97\]\[6\],85.56
RAM1.mem\[136\]\[2\],85.52
_10679_,85.52
CPU1.PC1.pc_out\[1\],85.505
_03246_,85.5
RAM1.mem\[70\]\[4\],85.48
RAM1.mem\[186\]\[4\],85.46
RAM1.mem\[237\]\[4\],85.44
_02782_,85.42
_06575_,85.4
_05820_,85.38
_03621_,85.36
RAM1.mem\[115\]\[5\],85.34
_03442_,85.34
_09723_,85.34
RAM1.mem\[160\]\[2\],85.28
_07774_,85.28
RAM1.mem\[65\]\[2\],85.26
_04275_,85.26
_12667_,85.24
_09239_,85.22
clknet_leaf_327_clk,85.22
RAM1.mem\[12\]\[0\],85.18
clknet_leaf_93_clk,85.18
_07848_,85.16
clknet_leaf_376_clk,85.16
clknet_leaf_67_clk,85.1
clknet_leaf_306_clk,85.095
RAM1.mem\[234\]\[7\],85.08
_11966_,85.08
RAM1.mem\[225\]\[6\],85.06
_07144_,85.06
_08619_,85.02
_12089_,85.02
clknet_leaf_224_clk,84.92
_02741_,84.88
RAM1.mem\[252\]\[7\],84.82
_03835_,84.8
UART1.UART_RX1.clkCount\[9\],84.78
RAM1.mem\[133\]\[7\],84.74
_12785_,84.64
RAM1.mem\[143\]\[1\],84.62
RAM1.mem\[223\]\[2\],84.58
_05179_,84.58
_12127_,84.56
RAM1.mem\[209\]\[7\],84.54
RAM1.mem\[12\]\[2\],84.52
_04069_,84.52
_06472_,84.51
clknet_leaf_282_clk,84.48
RAM1.mem\[26\]\[4\],84.44
RAM1.mem\[63\]\[7\],84.36
RAM1.mem\[84\]\[6\],84.36
_02365_,84.315
_09171_,84.3
RAM1.mem\[41\]\[2\],84.28
clknet_leaf_205_clk,84.27
RAM1.mem\[39\]\[0\],84.24
clknet_leaf_49_clk,84.215
_09256_,84.18
RAM1.mem\[142\]\[1\],84.13
_10727_,84.11
RAM1.mem\[234\]\[6\],84.1
_06531_,84.1
_12042_,84.1
RAM1.mem\[115\]\[7\],84.08
_08249_,84.04
RAM1.mem\[55\]\[5\],84.035
RAM1.mem\[70\]\[3\],84
clknet_leaf_110_clk,83.9
RAM1.mem\[143\]\[4\],83.86
RAM1.mem\[136\]\[6\],83.78
_12495_,83.76
RAM1.mem\[209\]\[3\],83.72
_06577_,83.72
RAM1.mem\[230\]\[0\],83.7
_05151_,83.68
RAM1.mem\[63\]\[0\],83.6
RAM1.mem\[115\]\[2\],83.56
RAM1.mem\[243\]\[2\],83.56
clknet_leaf_352_clk,83.555
RAM1.mem\[199\]\[3\],83.54
RAM1.mem\[183\]\[3\],83.52
_03255_,83.52
_10908_,83.52
clknet_leaf_265_clk,83.48
RAM1.mem\[169\]\[7\],83.47
_11112_,83.42
net23,83.395
RAM1.mem\[43\]\[0\],83.38
RAM1.mem\[9\]\[3\],83.36
RAM1.mem\[43\]\[5\],83.32
_07558_,83.32
RAM1.mem\[56\]\[2\],83.3
_12806_,83.3
_02319_,83.28
_12724_,83.28
RAM1.mem\[85\]\[2\],83.2
_12558_,83.18
_11320_,83.16
_12460_,83.16
clknet_leaf_300_clk,83.08
clknet_leaf_322_clk,83.07
_07496_,83.06
clknet_leaf_350_clk,83.06
_06194_,83.02
RAM1.mem\[161\]\[6\],82.98
RAM1.mem\[170\]\[4\],82.94
_08535_,82.93
_09929_,82.92
RAM1.mem\[35\]\[7\],82.91
_04487_,82.9
_04152_,82.88
RAM1.mem\[144\]\[3\],82.86
_08246_,82.86
clknet_leaf_362_clk,82.86
_09074_,82.8
_02367_,82.74
_06930_,82.74
RAM1.mem\[186\]\[5\],82.72
_09808_,82.68
RAM1.mem\[248\]\[4\],82.64
clknet_leaf_181_clk,82.62
_11784_,82.56
RAM1.mem\[90\]\[0\],82.54
RAM1.mem\[39\]\[5\],82.46
_03939_,82.46
_02447_,82.4
RAM1.mem\[119\]\[0\],82.36
RAM1.mem\[147\]\[4\],82.28
_04157_,82.28
_10617_,82.24
clknet_leaf_270_clk,82.16
RAM1.mem\[78\]\[6\],82.125
_10302_,82.12
_10490_,82.12
clknet_leaf_64_clk,82.08
CPU1.PC1.pc_out\[5\],82.04
RAM1.mem\[224\]\[7\],82
RAM1.mem\[147\]\[7\],81.995
_03162_,81.965
_12278_,81.96
RAM1.mem\[48\]\[7\],81.92
_10366_,81.92
_02823_,81.88
_12705_,81.84
_12887_,81.81
_11214_,81.8
RAM1.mem\[225\]\[0\],81.75
clknet_leaf_323_clk,81.74
RAM1.mem\[63\]\[4\],81.72
clknet_leaf_171_clk,81.72
_08237_,81.715
_09361_,81.62
clknet_leaf_221_clk,81.62
_12297_,81.57
_08797_,81.54
_02784_,81.52
_11769_,81.46
_11277_,81.4
RAM1.mem\[98\]\[3\],81.36
_12669_,81.34
_05609_,81.32
_07314_,81.32
net24,81.32
clknet_leaf_68_clk,81.28
_08255_,81.26
clknet_leaf_251_clk,81.24
RAM1.mem\[68\]\[7\],81.18
clknet_leaf_360_clk,81.14
UART1.UART_RX1.regIn,81.12
_05484_,81.12
clknet_leaf_380_clk,81.12
_06786_,81.02
RAM1.mem\[227\]\[5\],81
RAM1.mem\[190\]\[4\],80.96
_05566_,80.96
RAM1.mem\[45\]\[5\],80.92
_08114_,80.9
clknet_leaf_3_clk,80.9
_02600_,80.895
RAM1.mem\[126\]\[2\],80.82
clknet_leaf_23_clk,80.82
clknet_leaf_238_clk,80.82
_04844_,80.79
_08333_,80.76
RAM1.mem\[129\]\[7\],80.74
_05647_,80.72
_12184_,80.69
RAM1.mem\[149\]\[4\],80.62
RAM1.mem\[25\]\[7\],80.575
_08089_,80.56
RAM1.mem\[204\]\[5\],80.54
_12421_,80.52
RAM1.mem\[114\]\[3\],80.42
RAM1.mem\[240\]\[0\],80.42
_02766_,80.42
