net,length_um
_05580_,5.58
_05633_,5.58
_05657_,5.58
_05686_,5.58
_05790_,5.58
_05850_,5.58
_05956_,5.58
_06111_,5.58
_06591_,5.58
_06603_,5.58
_06921_,5.58
_06994_,5.58
_07068_,5.58
_07201_,5.58
_07240_,5.58
_07292_,5.58
_07326_,5.58
_07396_,5.58
_08649_,5.58
_09068_,5.58
_09339_,5.58
_10338_,5.58
_10510_,5.58
_10536_,5.58
_10851_,5.58
_11361_,5.58
_01693_,5.575
_05730_,5.56
_05806_,5.56
_07611_,5.56
_07833_,5.56
_07890_,5.56
_10678_,5.56
_12477_,5.56
_00475_,5.555
_00806_,5.555
_00910_,5.555
_01988_,5.555
_10568_,5.555
_00036_,5.545
_00601_,5.545
_00683_,5.545
_01202_,5.545
net175,5.545
_01870_,5.525
_00771_,5.52
_02740_,5.52
_03038_,5.52
_06213_,5.52
_07466_,5.52
_08210_,5.52
_08737_,5.52
_09036_,5.52
_10585_,5.52
_11469_,5.52
_12101_,5.52
net160,5.52
net276,5.52
net280,5.52
net292,5.52
_00206_,5.505
_00725_,5.505
_01206_,5.505
_01901_,5.505
_00801_,5.5
_01315_,5.5
_06198_,5.5
_09135_,5.5
_09874_,5.5
_10333_,5.5
_10763_,5.5
net278,5.5
_01078_,5.495
_00310_,5.48
_04407_,5.48
_05893_,5.48
_06040_,5.48
_07026_,5.48
_09713_,5.48
_10710_,5.48
_11047_,5.48
_00046_,5.465
_00066_,5.465
_00183_,5.465
_00194_,5.465
_00235_,5.465
_00269_,5.465
_00474_,5.465
_00483_,5.465
_00543_,5.465
_00590_,5.465
_00668_,5.465
_00741_,5.465
_00794_,5.465
_00797_,5.465
_00812_,5.465
_00825_,5.465
_00846_,5.465
_00875_,5.465
_00907_,5.465
_01047_,5.465
_01113_,5.465
_01165_,5.465
_01167_,5.465
_01169_,5.465
_01196_,5.465
_01324_,5.465
_01340_,5.465
_01362_,5.465
_01386_,5.465
_01452_,5.465
_01479_,5.465
_01515_,5.465
_01564_,5.465
_01581_,5.465
_01712_,5.465
_01739_,5.465
_01781_,5.465
_01931_,5.465
_01999_,5.465
_02004_,5.465
_02756_,5.46
_04268_,5.46
_05704_,5.46
_06013_,5.46
_06976_,5.46
_07242_,5.46
_09313_,5.46
_11547_,5.46
_12642_,5.46
_00001_,5.445
_00410_,5.445
_00745_,5.445
_01045_,5.445
_01434_,5.445
_11383_,5.445
_04155_,5.44
_05022_,5.44
_05732_,5.44
_06079_,5.44
_00026_,5.435
_00413_,5.435
_00500_,5.435
_00574_,5.435
_00583_,5.435
_00659_,5.435
_01392_,5.435
_01472_,5.435
_01755_,5.435
_01535_,5.425
_10960_,5.425
_00999_,5.405
_03250_,5.4
_07220_,5.4
_07384_,5.4
_07949_,5.4
_07956_,5.4
_08163_,5.4
_08172_,5.4
_09355_,5.4
_09357_,5.4
_09367_,5.4
_09563_,5.4
_09610_,5.4
_09915_,5.4
_10050_,5.4
_10352_,5.4
_10540_,5.4
_10779_,5.4
_11039_,5.4
_11605_,5.4
_12420_,5.4
_02517_,5.38
_02551_,5.38
_02573_,5.38
_02803_,5.38
_02902_,5.38
_03379_,5.38
_03647_,5.38
_03997_,5.38
_04051_,5.38
_04459_,5.38
_04883_,5.38
_05292_,5.38
_05319_,5.38
_05507_,5.38
_05578_,5.38
_05605_,5.38
_05673_,5.38
_05689_,5.38
_06062_,5.38
_06482_,5.38
_06485_,5.38
_06589_,5.38
_06725_,5.38
_07087_,5.38
_07140_,5.38
_07572_,5.38
_07645_,5.38
_07847_,5.38
_07896_,5.38
_08015_,5.38
_08047_,5.38
_08091_,5.38
_08109_,5.38
_08226_,5.38
_08842_,5.38
_08936_,5.38
_09350_,5.38
_10095_,5.38
_10857_,5.38
_10894_,5.38
_10936_,5.38
_11056_,5.38
_11080_,5.38
_11087_,5.38
_11186_,5.38
_11610_,5.38
_11646_,5.38
_11775_,5.38
_11888_,5.38
_12242_,5.38
_12272_,5.38
_12337_,5.38
_12592_,5.38
_12674_,5.38
net157,5.38
net178,5.38
net274,5.38
_01028_,5.365
_03055_,5.36
_03084_,5.36
_05731_,5.36
_06018_,5.36
_06931_,5.36
_08632_,5.36
_10547_,5.36
_10803_,5.36
_11309_,5.36
_11732_,5.36
_00047_,5.345
_00076_,5.345
_00532_,5.345
_01528_,5.345
_01815_,5.345
_02139_,5.345
_02169_,5.345
_00339_,5.34
_01018_,5.34
_01951_,5.34
_02232_,5.34
_02259_,5.34
_02336_,5.34
_02437_,5.34
_02456_,5.34
_02552_,5.34
_02771_,5.34
_02773_,5.34
_02878_,5.34
_02971_,5.34
_02977_,5.34
_03192_,5.34
_03247_,5.34
_03460_,5.34
_03591_,5.34
_03846_,5.34
_03876_,5.34
_04042_,5.34
_04536_,5.34
_04596_,5.34
_05082_,5.34
_05355_,5.34
_05356_,5.34
_05529_,5.34
_05606_,5.34
_05683_,5.34
_05693_,5.34
_05710_,5.34
_05721_,5.34
_05833_,5.34
_05891_,5.34
_05932_,5.34
_05971_,5.34
_05983_,5.34
_05996_,5.34
_06094_,5.34
_06104_,5.34
_06154_,5.34
_06166_,5.34
_06188_,5.34
_06195_,5.34
_06247_,5.34
_06327_,5.34
_06365_,5.34
_06376_,5.34
_06456_,5.34
_06564_,5.34
_06640_,5.34
_06647_,5.34
_06656_,5.34
_06696_,5.34
_06698_,5.34
_06702_,5.34
_06844_,5.34
_06893_,5.34
_06925_,5.34
_06955_,5.34
_06989_,5.34
_07048_,5.34
_07225_,5.34
_07268_,5.34
_07281_,5.34
_07335_,5.34
_07338_,5.34
_07413_,5.34
_07439_,5.34
_07450_,5.34
_07515_,5.34
_07521_,5.34
_07548_,5.34
_07551_,5.34
_07623_,5.34
_07631_,5.34
_07698_,5.34
_07845_,5.34
_08021_,5.34
_08092_,5.34
_08111_,5.34
_08197_,5.34
_08361_,5.34
_08612_,5.34
_08674_,5.34
_08700_,5.34
_08738_,5.34
_08838_,5.34
_09057_,5.34
_09094_,5.34
_09113_,5.34
_09116_,5.34
_09156_,5.34
_09174_,5.34
_09246_,5.34
_09263_,5.34
_09540_,5.34
_09747_,5.34
_09770_,5.34
_09809_,5.34
_10025_,5.34
_10134_,5.34
_10751_,5.34
_10906_,5.34
_11014_,5.34
_11106_,5.34
_11584_,5.34
_11949_,5.34
_11967_,5.34
_12046_,5.34
_12063_,5.34
_12129_,5.34
_12173_,5.34
_12197_,5.34
_12247_,5.34
_12397_,5.34
_12450_,5.34
_12534_,5.34
_12536_,5.34
_12537_,5.34
_12608_,5.34
_12609_,5.34
_12695_,5.34
_12710_,5.34
_12738_,5.34
_12783_,5.34
_12837_,5.34
_12838_,5.34
_12897_,5.34
_00223_,5.325
_00296_,5.325
_01821_,5.325
_00411_,5.315
_00465_,5.315
_01322_,5.315
_00141_,5.305
_00145_,5.305
_00359_,5.305
_00375_,5.305
_00414_,5.305
_00689_,5.305
_00739_,5.305
_00808_,5.305
_00896_,5.305
_00901_,5.305
_01106_,5.305
_01284_,5.305
_01440_,5.305
_01647_,5.305
_01688_,5.305
_01701_,5.305
_01884_,5.305
_02003_,5.305
_02101_,5.305
_02155_,5.305
net185,5.305
net223,5.305
_01776_,5.3
_02197_,5.3
_02199_,5.3
_00371_,5.28
_00435_,5.28
_00440_,5.28
_01001_,5.28
_02072_,5.28
_04404_,5.28
_05501_,5.28
_05915_,5.28
_06604_,5.28
_07475_,5.28
_07964_,5.28
_08705_,5.28
_08734_,5.28
_09417_,5.28
_09921_,5.28
_10754_,5.28
_11115_,5.28
_11162_,5.28
_11759_,5.28
_11780_,5.28
_12295_,5.28
_00671_,5.265
_00864_,5.265
_00935_,5.265
_01268_,5.265
_01289_,5.265
_01614_,5.265
_01705_,5.265
_01964_,5.265
_01979_,5.265
_02029_,5.265
_02030_,5.265
_02865_,5.26
_03482_,5.26
_03606_,5.26
_03666_,5.26
_03760_,5.26
_03866_,5.26
_04070_,5.26
_04095_,5.26
_04247_,5.26
_04266_,5.26
_04569_,5.26
_04654_,5.26
_04826_,5.26
_05263_,5.26
_05454_,5.26
_05456_,5.26
_05472_,5.26
_05523_,5.26
_05614_,5.26
_05735_,5.26
_05753_,5.26
_05777_,5.26
_05798_,5.26
_05839_,5.26
_06001_,5.26
_06252_,5.26
_06658_,5.26
_06757_,5.26
_06979_,5.26
_07168_,5.26
_07219_,5.26
_07697_,5.26
_07912_,5.26
_08025_,5.26
_08510_,5.26
_08789_,5.26
_08839_,5.26
_09146_,5.26
_09206_,5.26
_09331_,5.26
_09515_,5.26
_09751_,5.26
_09876_,5.26
_10551_,5.26
_10862_,5.26
_11522_,5.26
_11675_,5.26
_11860_,5.26
_12033_,5.26
_12102_,5.26
_12382_,5.26
_12428_,5.26
_12720_,5.26
_12812_,5.26
_12878_,5.26
_00097_,5.245
_00128_,5.245
_00201_,5.245
_00209_,5.245
_00228_,5.245
_00229_,5.245
_00241_,5.245
_00276_,5.245
_00281_,5.245
_00292_,5.245
_00293_,5.245
_00349_,5.245
_00406_,5.245
_00428_,5.245
_00490_,5.245
_00555_,5.245
_00571_,5.245
_00632_,5.245
_00804_,5.245
_00886_,5.245
_00893_,5.245
_00941_,5.245
_00954_,5.245
_00998_,5.245
_01096_,5.245
_01160_,5.245
_01164_,5.245
_01241_,5.245
_01310_,5.245
_01323_,5.245
_01359_,5.245
_01360_,5.245
_01431_,5.245
_01432_,5.245
_01438_,5.245
_01444_,5.245
_01473_,5.245
_01506_,5.245
_01532_,5.245
_01545_,5.245
_01547_,5.245
_01559_,5.245
_01587_,5.245
_01606_,5.245
_01608_,5.245
_01684_,5.245
_01706_,5.245
_01761_,5.245
_01764_,5.245
_01797_,5.245
_01810_,5.245
_01825_,5.245
_01862_,5.245
_01957_,5.245
_02007_,5.245
_02039_,5.245
_02089_,5.245
_02118_,5.245
_02137_,5.245
_02200_,5.245
_02205_,5.245
_00252_,5.24
_00827_,5.24
_01178_,5.24
_01369_,5.24
_01474_,5.24
_01753_,5.24
_04943_,5.24
_07599_,5.24
_07808_,5.24
_10698_,5.24
_10798_,5.24
_00478_,5.22
_02279_,5.22
_02295_,5.22
_02304_,5.22
_02322_,5.22
_02419_,5.22
_02450_,5.22
_02472_,5.22
_02515_,5.22
_02576_,5.22
_02686_,5.22
_02728_,5.22
_02824_,5.22
_02827_,5.22
_02828_,5.22
_02836_,5.22
_02852_,5.22
_03207_,5.22
_03219_,5.22
_03225_,5.22
_03245_,5.22
_03688_,5.22
_04877_,5.22
_04907_,5.22
_04940_,5.22
_05046_,5.22
_05380_,5.22
_05626_,5.22
_05729_,5.22
_05747_,5.22
_05754_,5.22
_05763_,5.22
_05825_,5.22
_05827_,5.22
_05885_,5.22
_05901_,5.22
_05923_,5.22
_06196_,5.22
_06200_,5.22
_06339_,5.22
_06503_,5.22
_06542_,5.22
_06550_,5.22
_06655_,5.22
_06985_,5.22
_07008_,5.22
_07194_,5.22
_07222_,5.22
_07279_,5.22
_07317_,5.22
_07579_,5.22
_07613_,5.22
_07620_,5.22
_07760_,5.22
_07767_,5.22
_07820_,5.22
_07969_,5.22
_07982_,5.22
_08037_,5.22
_08582_,5.22
_08617_,5.22
_08712_,5.22
_08747_,5.22
_08804_,5.22
_08942_,5.22
_08992_,5.22
_08993_,5.22
_08997_,5.22
_09212_,5.22
_09251_,5.22
_09286_,5.22
_09359_,5.22
_10135_,5.22
_10350_,5.22
_11010_,5.22
_11028_,5.22
_11234_,5.22
_11307_,5.22
_11375_,5.22
_11545_,5.22
_11750_,5.22
_12080_,5.22
_12187_,5.22
_12346_,5.22
_12513_,5.22
_12543_,5.22
_12559_,5.22
_12583_,5.22
_12633_,5.22
_12658_,5.22
_12752_,5.22
_12763_,5.22
_12894_,5.22
_00253_,5.215
_02023_,5.215
_04259_,5.2
_00858_,5.185
_01727_,5.185
_00004_,5.18
_00082_,5.18
_00196_,5.18
_00207_,5.18
_00227_,5.18
_00237_,5.18
_00255_,5.18
_00260_,5.18
_00263_,5.18
_00271_,5.18
_00274_,5.18
_00351_,5.18
_00378_,5.18
_00381_,5.18
_00456_,5.18
_00482_,5.18
_00512_,5.18
_00702_,5.18
_00705_,5.18
_00800_,5.18
_00874_,5.18
_00919_,5.18
_00958_,5.18
_00972_,5.18
_01153_,5.18
_01175_,5.18
_01245_,5.18
_01266_,5.18
_01283_,5.18
_01295_,5.18
_01307_,5.18
_01354_,5.18
_01402_,5.18
_01417_,5.18
_01496_,5.18
_01530_,5.18
_01575_,5.18
_01607_,5.18
_01620_,5.18
_01668_,5.18
_01669_,5.18
_01702_,5.18
_01766_,5.18
_01823_,5.18
_01847_,5.18
_01877_,5.18
_01879_,5.18
_01896_,5.18
_01961_,5.18
_01983_,5.18
_02068_,5.18
_02074_,5.18
_02079_,5.18
_02083_,5.18
_02187_,5.18
_02188_,5.18
_01818_,5.165
_00098_,5.16
_00101_,5.16
_00469_,5.16
_00585_,5.16
_00630_,5.16
_00673_,5.16
_00703_,5.16
_01051_,5.16
_01203_,5.16
_01271_,5.16
_01785_,5.16
_03029_,5.16
_03840_,5.16
_04495_,5.16
_04990_,5.16
_05577_,5.16
_05748_,5.16
_06345_,5.16
_06467_,5.16
_07578_,5.16
_07581_,5.16
_07753_,5.16
_08501_,5.16
_08918_,5.16
_09232_,5.16
_09879_,5.16
_09969_,5.16
_10367_,5.16
_11167_,5.16
_11527_,5.16
_11544_,5.16
_11773_,5.16
_12192_,5.16
_12319_,5.16
_12847_,5.16
_04190_,5.14
_04530_,5.14
_04966_,5.14
_05102_,5.14
_05652_,5.14
_06292_,5.14
_09654_,5.14
_11229_,5.14
_11399_,5.14
_11444_,5.14
_00244_,5.135
_00680_,5.135
_02471_,5.12
_02780_,5.12
_02891_,5.12
_03774_,5.12
_04919_,5.12
_05163_,5.12
_05393_,5.12
_05641_,5.12
_06276_,5.12
_06343_,5.12
_06493_,5.12
_06527_,5.12
_06673_,5.12
_06798_,5.12
_06838_,5.12
_06952_,5.12
_07004_,5.12
_07172_,5.12
_07284_,5.12
_07805_,5.12
_08760_,5.12
_08801_,5.12
_08972_,5.12
_11236_,5.12
_11692_,5.12
_12168_,5.12
_12503_,5.12
_12532_,5.12
_12601_,5.12
_12761_,5.12
_03019_,5.1
_04733_,5.1
_09466_,5.1
_00552_,5.095
_00562_,5.095
_00755_,5.095
_01043_,5.095
_01345_,5.095
_02203_,5.095
_02220_,5.085
net159,5.085
_07860_,5.08
_00238_,5.065
_00016_,5.06
_02584_,5.06
_02653_,5.06
_04803_,5.06
_05517_,5.06
_05672_,5.06
_06726_,5.06
_07405_,5.06
_08058_,5.06
_08095_,5.06
_08556_,5.06
_08558_,5.06
_08987_,5.06
_09027_,5.06
_09040_,5.06
_10399_,5.06
_11473_,5.06
_12178_,5.06
_12429_,5.06
_12630_,5.06
_00055_,5.045
_00634_,5.045
_00829_,5.045
_00830_,5.045
_00962_,5.045
_01000_,5.045
_01067_,5.045
_01080_,5.045
_01126_,5.045
_01697_,5.045
_02142_,5.045
_02924_,5.04
_05189_,5.04
_05724_,5.04
_07518_,5.04
_11136_,5.04
_11686_,5.04
UART1.UART_TX1.packet\[3\],5.02
_01759_,5.02
_03942_,5.02
_04613_,5.02
_04653_,5.02
_04904_,5.02
_06876_,5.02
_06927_,5.02
_07235_,5.02
_08424_,5.02
_09793_,5.02
_10072_,5.02
_11915_,5.02
_12389_,5.02
_00502_,5.015
_01672_,5.015
_03720_,5.01
_05474_,5
_07164_,5
_10019_,5
_10125_,5
_10228_,5
_11250_,5
_12025_,5
_12736_,5
_00751_,4.985
_01447_,4.985
_01925_,4.985
_02075_,4.985
_00117_,4.975
_00450_,4.975
_00520_,4.975
_00841_,4.975
_02045_,4.975
_02099_,4.975
_09101_,4.975
net216,4.975
_01318_,4.965
_00517_,4.94
_00518_,4.94
_02289_,4.94
_04117_,4.94
_05291_,4.94
_05498_,4.94
_05719_,4.94
_06305_,4.94
_07150_,4.94
_07209_,4.94
_07358_,4.94
_07376_,4.94
_07600_,4.94
_07941_,4.94
_08671_,4.94
_08675_,4.94
_08892_,4.94
_08898_,4.94
_09083_,4.94
_09148_,4.94
_09304_,4.94
_09354_,4.94
_09625_,4.94
_09697_,4.94
_09875_,4.94
_09964_,4.94
_09982_,4.94
_10976_,4.94
_11230_,4.94
_11319_,4.94
_11418_,4.94
_11548_,4.94
_11699_,4.94
_11826_,4.94
_11897_,4.94
_12431_,4.94
_00134_,4.925
_01632_,4.925
_01677_,4.925
_01736_,4.925
_00011_,4.92
_00299_,4.92
_00303_,4.92
_00305_,4.92
_01134_,4.92
_02308_,4.92
_02376_,4.92
_02586_,4.92
_02611_,4.92
_02735_,4.92
_02796_,4.92
_03119_,4.92
_03827_,4.92
_03989_,4.92
_04324_,4.92
_04657_,4.92
_04766_,4.92
_04779_,4.92
_04887_,4.92
_05257_,4.92
_05322_,4.92
_05457_,4.92
_05473_,4.92
_05497_,4.92
_05695_,4.92
_05741_,4.92
_05937_,4.92
_06003_,4.92
_06155_,4.92
_06199_,4.92
_06394_,4.92
_06414_,4.92
_06520_,4.92
_06548_,4.92
_06734_,4.92
_06758_,4.92
_06772_,4.92
_06791_,4.92
_06981_,4.92
_07050_,4.92
_07241_,4.92
_07291_,4.92
_07295_,4.92
_07322_,4.92
_07437_,4.92
_07522_,4.92
_07528_,4.92
_07699_,4.92
_07748_,4.92
_07823_,4.92
_07852_,4.92
_07864_,4.92
_08075_,4.92
_08843_,4.92
_09060_,4.92
_09111_,4.92
_09363_,4.92
_09732_,4.92
_10075_,4.92
_10142_,4.92
_10269_,4.92
_10559_,4.92
_10629_,4.92
_10845_,4.92
_11078_,4.92
_11580_,4.92
_11832_,4.92
_12110_,4.92
_12149_,4.92
_12221_,4.92
_12394_,4.92
_12541_,4.92
_12643_,4.92
_12659_,4.92
_12716_,4.92
_12789_,4.92
net186,4.92
net208,4.92
_03362_,4.9
_03804_,4.9
_10565_,4.9
_12354_,4.9
_00265_,4.895
_00964_,4.895
_02095_,4.895
_00023_,4.885
_00208_,4.885
_00963_,4.885
_01077_,4.885
_01114_,4.885
_01306_,4.885
_01390_,4.885
_01462_,4.885
_01953_,4.885
_01975_,4.885
_02011_,4.885
_02090_,4.885
_02094_,4.885
net183,4.885
_00322_,4.88
_00340_,4.88
_02244_,4.88
_02250_,4.88
_02333_,4.88
_02420_,4.88
_02485_,4.88
_02543_,4.88
_02592_,4.88
_02593_,4.88
_02608_,4.88
_02619_,4.88
_02630_,4.88
_02633_,4.88
_02669_,4.88
_02683_,4.88
_02688_,4.88
_02739_,4.88
_02789_,4.88
_02855_,4.88
_02927_,4.88
_02936_,4.88
_02948_,4.88
_02949_,4.88
_03248_,4.88
_04368_,4.88
_04586_,4.88
_04997_,4.88
_05048_,4.88
_05282_,4.88
_05349_,4.88
_05361_,4.88
_05368_,4.88
_05370_,4.88
_05467_,4.88
_05562_,4.88
_05597_,4.88
_05598_,4.88
_05607_,4.88
_05659_,4.88
_05660_,4.88
_05661_,4.88
_05706_,4.88
_05751_,4.88
_05771_,4.88
_05781_,4.88
_05832_,4.88
_05862_,4.88
_05935_,4.88
_05964_,4.88
_05973_,4.88
_06067_,4.88
_06096_,4.88
_06203_,4.88
_06205_,4.88
_06207_,4.88
_06209_,4.88
_06328_,4.88
_06338_,4.88
_06383_,4.88
_06384_,4.88
_06395_,4.88
_06401_,4.88
_06442_,4.88
_06463_,4.88
_06552_,4.88
_06637_,4.88
_06740_,4.88
_06829_,4.88
_06945_,4.88
_06970_,4.88
_06978_,4.88
_07099_,4.88
_07223_,4.88
_07238_,4.88
_07244_,4.88
_07351_,4.88
_07353_,4.88
_07354_,4.88
_07379_,4.88
_07473_,4.88
_07481_,4.88
_07614_,4.88
_07638_,4.88
_07681_,4.88
_07717_,4.88
_07825_,4.88
_07961_,4.88
_08026_,4.88
_08030_,4.88
_08034_,4.88
_08107_,4.88
_08883_,4.88
_08917_,4.88
_08948_,4.88
_08965_,4.88
_08995_,4.88
_09112_,4.88
_09114_,4.88
_09138_,4.88
_09275_,4.88
_09343_,4.88
_09451_,4.88
_10058_,4.88
_10211_,4.88
_10278_,4.88
_10306_,4.88
_10438_,4.88
_10457_,4.88
_11130_,4.88
_11147_,4.88
_11452_,4.88
_11517_,4.88
_11972_,4.88
_11973_,4.88
_12010_,4.88
_12038_,4.88
_12052_,4.88
_12085_,4.88
_12086_,4.88
_12179_,4.88
_12307_,4.88
_12445_,4.88
_12452_,4.88
_12614_,4.88
_12657_,4.88
_12686_,4.88
_12739_,4.88
_12848_,4.88
_12895_,4.88
_01843_,4.865
_01857_,4.865
_00126_,4.845
_00140_,4.845
_00164_,4.845
_00267_,4.845
_00392_,4.845
_00567_,4.845
_00617_,4.845
_00636_,4.845
_00649_,4.845
_00724_,4.845
_01060_,4.845
_01191_,4.845
_01229_,4.845
_01276_,4.845
_01327_,4.845
_01329_,4.845
_01353_,4.845
_01486_,4.845
_01721_,4.845
_01875_,4.845
_01894_,4.845
_01939_,4.845
_02097_,4.845
_02120_,4.845
_02150_,4.845
net218,4.845
_02017_,4.84
_00058_,4.82
_05471_,4.82
_06518_,4.82
_07643_,4.82
_08977_,4.82
_09141_,4.82
_09972_,4.82
_10046_,4.82
_10460_,4.82
_10631_,4.82
_10633_,4.82
_10709_,4.82
_11578_,4.82
_12047_,4.82
_12135_,4.82
_12238_,4.82
_12287_,4.82
_03824_,4.81
_00744_,4.805
_01426_,4.805
_01480_,4.805
_01499_,4.805
_01596_,4.805
_01838_,4.805
_02088_,4.805
_00513_,4.8
_02257_,4.8
_02311_,4.8
_02460_,4.8
_02474_,4.8
_02531_,4.8
_02748_,4.8
_02911_,4.8
_02937_,4.8
_03129_,4.8
_03193_,4.8
_03664_,4.8
_03976_,4.8
_04177_,4.8
_04210_,4.8
_04422_,4.8
_04463_,4.8
_04671_,4.8
_04729_,4.8
_04994_,4.8
_05149_,4.8
_05453_,4.8
_05516_,4.8
_05525_,4.8
_05540_,4.8
_05572_,4.8
_05587_,4.8
_05675_,4.8
_05965_,4.8
_06173_,4.8
_06332_,4.8
_06362_,4.8
_06464_,4.8
_06619_,4.8
_06867_,4.8
_06975_,4.8
_07051_,4.8
_07283_,4.8
_07394_,4.8
_07621_,4.8
_07822_,4.8
_07846_,4.8
_07954_,4.8
_07983_,4.8
_08070_,4.8
_08191_,4.8
_08508_,4.8
_08664_,4.8
_08845_,4.8
_09270_,4.8
_09460_,4.8
_09787_,4.8
_09933_,4.8
_10190_,4.8
_10304_,4.8
_10324_,4.8
_10722_,4.8
_10929_,4.8
_10934_,4.8
_11109_,4.8
_11178_,4.8
_11641_,4.8
_11829_,4.8
_12123_,4.8
_12160_,4.8
_12378_,4.8
_12418_,4.8
_12427_,4.8
_12447_,4.8
_12453_,4.8
_12775_,4.8
net304,4.8
_00042_,4.785
_00053_,4.785
_00056_,4.785
_00063_,4.785
_00070_,4.785
_00083_,4.785
_00100_,4.785
_00124_,4.785
_00157_,4.785
_00191_,4.785
_00266_,4.785
_00345_,4.785
_00347_,4.785
_00368_,4.785
_00380_,4.785
_00383_,4.785
_00415_,4.785
_00433_,4.785
_00441_,4.785
_00510_,4.785
_00540_,4.785
_00541_,4.785
_00542_,4.785
_00615_,4.785
_00654_,4.785
_00663_,4.785
_00670_,4.785
_00697_,4.785
_00747_,4.785
_00764_,4.785
_00795_,4.785
_00816_,4.785
_00837_,4.785
_00884_,4.785
_00905_,4.785
_00961_,4.785
_00981_,4.785
_00986_,4.785
_00990_,4.785
_01035_,4.785
_01107_,4.785
_01125_,4.785
_01143_,4.785
_01181_,4.785
_01183_,4.785
_01210_,4.785
_01212_,4.785
_01222_,4.785
_01232_,4.785
_01239_,4.785
_01264_,4.785
_01267_,4.785
_01294_,4.785
_01339_,4.785
_01355_,4.785
_01367_,4.785
_01376_,4.785
_01379_,4.785
_01380_,4.785
_01382_,4.785
_01471_,4.785
_01488_,4.785
_01491_,4.785
_01492_,4.785
_01514_,4.785
_01604_,4.785
_01616_,4.785
_01621_,4.785
_01629_,4.785
_01638_,4.785
_01729_,4.785
_01744_,4.785
_01806_,4.785
_01809_,4.785
_01827_,4.785
_01837_,4.785
_01858_,4.785
_01876_,4.785
_01888_,4.785
_01895_,4.785
_01898_,4.785
_01930_,4.785
_01976_,4.785
_01981_,4.785
_01992_,4.785
_02005_,4.785
_02080_,4.785
_02138_,4.785
_03903_,4.78
_07080_,4.78
_08347_,4.78
_12300_,4.78
_01193_,4.775
_02398_,4.76
_02413_,4.76
_02423_,4.76
_02511_,4.76
_02601_,4.76
_03724_,4.76
_03924_,4.76
_04344_,4.76
_04721_,4.76
_05254_,4.76
_05372_,4.76
_05604_,4.76
_05699_,4.76
_05734_,4.76
_05759_,4.76
_05975_,4.76
_06185_,4.76
_06285_,4.76
_06291_,4.76
_06657_,4.76
_06807_,4.76
_07053_,4.76
_07098_,4.76
_07157_,4.76
_07288_,4.76
_07345_,4.76
_07357_,4.76
_07577_,4.76
_07677_,4.76
_07740_,4.76
_07882_,4.76
_07981_,4.76
_08881_,4.76
_08974_,4.76
_09172_,4.76
_09446_,4.76
_12059_,4.76
_12206_,4.76
_12571_,4.76
_12622_,4.76
_12722_,4.76
_12890_,4.76
net302,4.76
_00606_,4.755
_00897_,4.755
_01192_,4.755
_01704_,4.755
_00924_,4.745
_00014_,4.725
_01371_,4.725
_01523_,4.725
_02032_,4.725
_00032_,4.72
_00556_,4.7
_01089_,4.7
_01308_,4.7
_01408_,4.7
_01428_,4.7
_01802_,4.7
_02194_,4.7
_02196_,4.7
_02291_,4.7
_02354_,4.7
_02672_,4.7
_03153_,4.7
_04370_,4.7
_04818_,4.7
_05448_,4.7
_05533_,4.7
_06052_,4.7
_06737_,4.7
_06759_,4.7
_06980_,4.7
_07374_,4.7
_07560_,4.7
_09778_,4.7
_09959_,4.7
_10152_,4.7
_11756_,4.7
_12749_,4.7
_02117_,4.695
_00853_,4.68
_03921_,4.68
_06249_,4.68
_07757_,4.68
_10740_,4.68
_10774_,4.68
_10951_,4.68
_11098_,4.68
_11287_,4.68
_02262_,4.66
_02302_,4.66
_02352_,4.66
_02418_,4.66
_02422_,4.66
_02467_,4.66
_02628_,4.66
_02705_,4.66
_02727_,4.66
_02776_,4.66
_03680_,4.66
_04360_,4.66
_05116_,4.66
_05340_,4.66
_05365_,4.66
_05488_,4.66
_05694_,4.66
_05698_,4.66
_05746_,4.66
_05942_,4.66
_05958_,4.66
_05976_,4.66
_06301_,4.66
_06484_,4.66
_06490_,4.66
_06545_,4.66
_06560_,4.66
_06576_,4.66
_06711_,4.66
_06906_,4.66
_06912_,4.66
_07034_,4.66
_07052_,4.66
_07254_,4.66
_07290_,4.66
_07294_,4.66
_07315_,4.66
_07320_,4.66
_07360_,4.66
_07731_,4.66
_07733_,4.66
_07877_,4.66
_08334_,4.66
_08569_,4.66
_08615_,4.66
_08677_,4.66
_08762_,4.66
_08803_,4.66
_08880_,4.66
_08956_,4.66
_09021_,4.66
_09168_,4.66
_10613_,4.66
_12117_,4.66
_12345_,4.66
_12399_,4.66
_12484_,4.66
_12492_,4.66
_12528_,4.66
_12627_,4.66
_12711_,4.66
_12771_,4.66
_00932_,4.655
_01850_,4.64
_00648_,4.635
_10064_,4.635
_00737_,4.625
_01039_,4.625
_01816_,4.625
_01926_,4.625
_00215_,4.605
_02455_,4.6
_03074_,4.6
_04424_,4.6
_05293_,4.6
_05306_,4.6
_05359_,4.6
_05363_,4.6
_05505_,4.6
_05508_,4.6
_06311_,4.6
_06780_,4.6
_07203_,4.6
_07416_,4.6
_07423_,4.6
_07452_,4.6
_07470_,4.6
_07590_,4.6
_07768_,4.6
_08187_,4.6
_08805_,4.6
_08811_,4.6
_09047_,4.6
_09731_,4.6
_10014_,4.6
